"W1","W2","rel"
"suggestion","peppermint",0
"weill","maltreatment",0
"vainglory","toothbrush",0
"finances","mag",0
"grappler","billiards",0
"tribe","friedan",0
"acknowledgement","registrar",0
"delivery","furnace",0
"judgement","physiologist",0
"pij","hydroplane",0
"multiplication","donkey",0
"frustration","hamper",0
"twosome","wanamaker",0
"european","reward",0
"earnestness","bondwoman",0
"constitution","radish",0
"midwinter","broom",0
"trust","marigold",0
"hamper","muse",0
"jung","discontinuance",0
"zoology","lexicographer",0
"shudra","budapest",0
"possibility","auschwitz",0
"prevention","tepee",0
"verdict","saurian",0
"showstopper","naprosyn",0
"feeling","defecation",0
"dear","amputation",0
"truce","brute",0
"entrepreneur","maitreya",0
"conquest","eggplant",0
"vainglory","comptroller",0
"receptacle","favouritism",0
"playwright","butchering",0
"functionary","lah",0
"provender","mining",0
"supporter","nonperformance",0
"consumption","tetrahedron",0
"bakunin","spritz",0
"treason","lecithin",0
"cheater","dishonesty",0
"engine","lack",0
"bill","astrophysicist",0
"immigration","klamath",0
"handler","rearguard",0
"identity","pluralist",0
"obeisance","angler",0
"cotter","racing",0
"education","troublemaker",0
"lipid","sextant",0
"schemer","identifier",0
"rossetti","blackmail",0
"programmer","smile",0
"cosmetic","vigilantism",0
"appearance","rockwell",0
"lung","myeloma",0
"relative","neutrality",0
"ineptitude","obsessive",0
"hermit","infrared",0
"beaver","highschool",0
"nostalgia","alcove",0
"offer","cooper",0
"blast","mollusk",0
"crime","louisiana",0
"palestine","leukaemia",0
"outerwear","delinquency",0
"caribbean","rastafari",0
"quality","camel",0
"smith","theory",0
"police","merchant",0
"worshipper","infrastructure",0
"materiality","ak",0
"counterbalance","stench",0
"olympics","pock",0
"mood","lizard",0
"honour","matriarch",0
"demonstration","carbondale",0
"northerner","pact",0
"bluntness","offal",0
"babu","logarithm",0
"koan","simpson",0
"joy","bremerhaven",0
"walker","poverty",0
"phylum","beachwear",0
"accolade","blanket",0
"africa","groundbreaking",0
"reputation","raincoat",0
"conditioning","cuff",0
"caution","kaftan",0
"monument","bombus",0
"reputation","titi",0
"license","seine",0
"playtime","groundhog",0
"composer","dating",0
"autumn","almanac",0
"fatality","solon",0
"sliver","contract",0
"charles","bash",0
"divination","garrick",0
"mender","jugular",0
"shiner","bargain",0
"escudo","broth",0
"religion","reptilian",0
"battler","asking",0
"wouk","academia",0
"qualifying","geologist",0
"texture","giardia",0
"krasner","blackwater",0
"transition","jazzman",0
"caregiver","accident",0
"disenfranchisement","inhaler",0
"virgin","will",0
"accessory","acrostic",0
"veteran","mortgage",0
"popper","noon",0
"supplicant","anticlimax",0
"coinage","groundnut",0
"fossil","apostasy",0
"waiter","repute",0
"controversialist","blot",0
"pedant","reputation",0
"lycium","sledgehammer",0
"inhibitor","okay",0
"reverence","textbook",0
"word","apple",0
"huron","hedging",0
"contest","gopher",0
"weakening","dextrin",0
"celebration","decor",0
"drug","commerce",0
"indecision","canyon",0
"grownup","dissension",0
"mainsail","tantrum",0
"anthropologist","merchandising",0
"willingness","burro",0
"employer","dating",0
"uptick","scarf",0
"marshal","psychosis",0
"photography","dynasty",0
"conference","ticino",0
"nestling","disorientation",0
"whirligig","birthday",0
"dresser","tuesday",0
"damage","groundnut",0
"secretary","contusion",0
"fugitive","heartbeat",0
"passageway","humanities",0
"organization","flagship",0
"illegality","george",0
"incompatibility","elimination",0
"series","embayment",0
"mann","damages",0
"approval","hezekiah",0
"dialogue","mangold",0
"modality","piedmont",0
"quotient","hussein",0
"assyria","bump",0
"thessaloniki","induration",0
"ordination","anticonvulsant",0
"male","preseason",0
"promotion","jail",0
"showstopper","bleu",0
"symphony","corporal",0
"bourbon","cystitis",0
"chunk","comfrey",0
"panfish","asclepius",0
"categorization","lumber",0
"mayor","http",0
"dissipation","fayetteville",0
"infinity","bartlett",0
"proceeding","graveyard",0
"quinine","carnival",0
"igloo","dating",0
"academia","elitist",0
"viscosity","noisemaker",0
"democracy","savage",0
"poetry","produce",0
"presence","carthaginian",0
"murder","viper",0
"plain","polyhedron",0
"crapshoot","dextrose",0
"insurance","borodin",0
"antihistamine","insignia",0
"pectin","garnishment",0
"burner","snorkeling",0
"hero","neoplasm",0
"depletion","pretender",0
"metabolism","mayoralty",0
"indonesian","reunion",0
"pun","liverwort",0
"suffering","wader",0
"merida","angiosarcoma",0
"servant","siege",0
"antihistamine","dagan",0
"amendment","ashtray",0
"dwarf","motto",0
"fillip","hamper",0
"writer","annotation",0
"feed","nurture",0
"headache","biotin",0
"misconception","viscountess",0
"regime","maintainer",0
"quarry","transition",0
"loafer","raffle",0
"explanation","brill",0
"coagulation","regimen",0
"magnolia","racing",0
"interval","diuretic",0
"astronaut","workout",0
"donation","bellman",0
"kneel","fern",0
"slab","default",0
"employment","elder",0
"evolution","ream",0
"folks","bullock",0
"contentment","barque",0
"deposit","impotence",0
"indebtedness","therapist",0
"tosser","mayoralty",0
"plague","investigator",0
"spurt","snowfall",0
"koan","groundhog",0
"dimension","stewardess",0
"carboxyl","concern",0
"farewell","bragg",0
"overburden","commotion",0
"trollope","airfare",0
"clinton","censorship",0
"volume","bum",0
"pavement","scarcity",0
"unification","imperialist",0
"quire","sherbert",0
"myasthenia","boat",0
"chagrin","herring",0
"counter","liking",0
"butterfield","conviviality",0
"willingness","mandelbrot",0
"msg","external",0
"destruction","ghee",0
"receipt","sumerian",0
"tricyclic","philippine",0
"quadrant","slumber",0
"restriction","duckweed",0
"prohibition","idler",0
"campfire","laser",0
"agreement","cutthroat",0
"ideologue","ranching",0
"attitude","heathen",0
"unfitness","elbow",0
"epitaxy","diapason",0
"concessioner","massage",0
"bloomington","removal",0
"outsider","espousal",0
"battle","mushroom",0
"adult","installment",0
"communalism","bog",0
"biome","torch",0
"boil","wollstonecraft",0
"loop","sarcoma",0
"mythology","gawker",0
"virtue","caller",0
"transfiguration","attacker",0
"struggle","produce",0
"adieu","contraceptive",0
"tenseness","commander",0
"placebo","conclave",0
"lesion","auto",0
"firing","neckwear",0
"benzodiazepine","executing",0
"denigration","grape",0
"sermon","manus",0
"schizophrenic","emancipation",0
"ethos","protein",0
"sculptor","sunburn",0
"scaffolding","hephaestus",0
"backbone","deception",0
"grantor","take",0
"slain","trustee",0
"taboo","dress",0
"subordination","quadrant",0
"zoologist","lilt",0
"runner","honour",0
"convergence","inhaler",0
"mcgraw","fusillade",0
"cape","backfire",0
"hannibal","inauguration",0
"smile","farm",0
"concordance","connoisseur",0
"twaddle","cop",0
"anthrax","honeysuckle",0
"handicap","evansville",0
"rockwell","sprint",0
"requisition","haven",0
"wire","child",0
"flesh","anxiety",0
"limitation","dodo",0
"timidity","oregano",0
"footstep","cane",0
"huxley","impingement",0
"musset","courage",0
"mathematics","immunoglobulin",0
"dancing","wax",0
"flexure","toscana",0
"anticonvulsant","eviction",0
"frisbee","daring",0
"manservant","sensuality",0
"installment","redwing",0
"narrative","eggplant",0
"abolishment","cycad",0
"competency","ithaca",0
"armful","citrus",0
"twaddle","antler",0
"proposal","fascist",0
"boxer","plenty",0
"loneliness","cellar",0
"abundance","pipefish",0
"symptom","pear",0
"fussiness","catamount",0
"airfare","razor",0
"crowd","lin",0
"murrow","disfunction",0
"pluralist","largess",0
"bartlett","ataxia",0
"context","titmouse",0
"lame","laugh",0
"punctuation","reflector",0
"incompetency","ski",0
"silence","dakar",0
"pauper","endeavour",0
"kerosene","aliyah",0
"order","timothy",0
"cargo","rummage",0
"virgin","photometry",0
"vote","outcropping",0
"liability","tabloid",0
"arrest","bracelet",0
"departure","bissau",0
"receptionist","overproduction",0
"tripper","motility",0
"palestine","cupid",0
"tucker","lutheranism",0
"ithaca","certificate",0
"hater","printing",0
"taxon","necklace",0
"exclusion","guitar",0
"stabilization","spinach",0
"transfiguration","dakar",0
"apostasy","cougar",0
"dirac","overpayment",0
"contention","drifter",0
"babble","aristarchus",0
"antiepileptic","verb",0
"idea","windshield",0
"deliverance","praha",0
"lebensraum","bondsman",0
"attribute","internet",0
"competency","workpiece",0
"vilification","human",0
"hawker","bribery",0
"height","essayist",0
"breadstick","arrhythmia",0
"urgency","gazetteer",0
"pride","performer",0
"heyday","condom",0
"cheever","verb",0
"freshener","bet",0
"picker","prognostication",0
"accountant","sequence",0
"forefather","amp",0
"bobber","demolition",0
"ballade","vinson",0
"gbit","maugham",0
"ahimsa","bruin",0
"pleading","aesthete",0
"bolshevik","secret",0
"veteran","dementia",0
"procreation","reunion",0
"accuracy","potato",0
"friendliness","dwelling",0
"commerce","filly",0
"prophase","toscana",0
"daytime","gull",0
"plague","tabloid",0
"cowboy","reverence",0
"northerner","obscenity",0
"ithaca","torment",0
"flatbread","gao",0
"femininity","teapot",0
"scourge","asio",0
"mouthpiece","construct",0
"readiness","jimmy",0
"gull","ascending",0
"laban","hematoma",0
"routine","cab",0
"glycolysis","exam",0
"hokum","stoner",0
"ease","swindler",0
"lewis","banking",0
"cloud","artifact",0
"cotton","induration",0
"honour","edison",0
"baddie","supermarket",0
"liking","bugle",0
"seychelles","fibrillation",0
"brother","angiosarcoma",0
"slavery","pepperoni",0
"circle","pearly",0
"mode","tubman",0
"pieta","linguistics",0
"mansion","dishonesty",0
"munition","gardening",0
"trafficker","trading",0
"boy","thomism",0
"thanksgiving","pectin",0
"madness","churchill",0
"catholic","bridal",0
"plenty","springfield",0
"trunk","remorse",0
"disclaimer","candy",0
"ellison","myopia",0
"portability","meany",0
"excellence","mucin",0
"antimalarial","otitis",0
"stocker","prolapse",0
"borrowing","cress",0
"expo","toxicant",0
"spiciness","dishware",0
"warrant","jimmy",0
"http","racecourse",0
"creativeness","sinclair",0
"sbe","salter",0
"origen","photometry",0
"distortion","philanthropist",0
"unguent","yoga",0
"custom","swatter",0
"foulness","defector",0
"stonemason","paycheck",0
"reappearance","receptionist",0
"cloth","research",0
"call","bibliographer",0
"instep","satisfaction",0
"bog","adolescence",0
"stoichiometry","dempsey",0
"var","luda",0
"randomisation","necktie",0
"impotence","villain",0
"descendant","abolition",0
"contract","carpal",0
"superstition","monosaccharide",0
"divination","slob",0
"parity","dial",0
"antifungal","shipwreck",0
"constitution","ariana",0
"supplier","delight",0
"insult","sire",0
"rete","affability",0
"dishonesty","implant",0
"marx","conquest",0
"amiability","bibliographer",0
"medallion","noisemaker",0
"touch","fennel",0
"ballplayer","yuan",0
"spear","counterpunch",0
"supplier","charter",0
"adjective","holly",0
"difficulty","rebecca",0
"intruder","ideology",0
"citizenship","russia",0
"controversialist","distortion",0
"accomplishment","waterman",0
"warbler","nereus",0
"discovery","bolshevik",0
"sunshine","barrio",0
"jail","paycheck",0
"narcotic","diploma",0
"dimension","dimmer",0
"prize","polecat",0
"squid","theory",0
"dryden","amputation",0
"bowing","pervert",0
"reputation","sapsucker",0
"placental","pragmatic",0
"magician","external",0
"earner","inauguration",0
"cuckoo","sass",0
"ruler","preference",0
"irrigation","sickle",0
"upholder","stalling",0
"cognizance","biotin",0
"temperature","hackney",0
"nafta","mammalian",0
"purpose","stapler",0
"drivel","trumpeter",0
"tenth","bureaucrat",0
"madeira","prevention",0
"posture","choreographer",0
"diffidence","cowslip",0
"footfall","scoreboard",0
"gag","analgesic",0
"postmortem","mall",0
"motive","hitter",0
"perfumer","generalization",0
"governance","radio",0
"captain","care",0
"abutment","dieting",0
"withholding","bennet",0
"cost","trader",0
"sorcerer","thanksgiving",0
"metabolism","crispness",0
"attendance","mutineer",0
"anchorman","litigation",0
"adjudication","cope",0
"trot","misery",0
"tribe","tricycle",0
"lyric","damascus",0
"verdi","bbl",0
"objection","miscegenation",0
"moralism","toscana",0
"abatement","vidalia",0
"archive","skydiving",0
"butchering","yucca",0
"importer","fungi",0
"individual","weirdness",0
"peroxide","construct",0
"computation","taxi",0
"prank","inn",0
"duet","ikon",0
"lamb","proselytism",0
"yo-yo","twisting",0
"methanol","maltreatment",0
"gigabit","adultery",0
"acceleration","reprobate",0
"debt","sumerian",0
"interconnectedness","dowdy",0
"evil","cookout",0
"toxin","encounter",0
"retrospection","krasner",0
"redemption","tray",0
"sponsor","profession",0
"prisoner","salvo",0
"attendance","jesus",0
"addiction","attire",0
"birthday","wedgwood",0
"muffin","glaucoma",0
"polygamist","poem",0
"unification","haman",0
"halogen","cotton",0
"sadhu","stoning",0
"hazard","sinning",0
"entrepreneur","thinking",0
"sirloin","cim",0
"movement","panelist",0
"photosensitivity","concertina",0
"puppy","primatology",0
"loneliness","manhattan",0
"zoology","mallet",0
"congress","hairbrush",0
"anatomical","chateaubriand",0
"touchstone","campanile",0
"entry","pearly",0
"destruction","rachmaninoff",0
"hue","buffalo",0
"structuralism","vidalia",0
"gazetteer","dumping",0
"zeno","hypermedia",0
"credibility","chevalier",0
"watercourse","trichomoniasis",0
"villainess","induration",0
"fun","midst",0
"functionary","josue",0
"concealing","chevalier",0
"gatherer","som",0
"powder","identifier",0
"fischer","myalgia",0
"posterior","squat",0
"stockpile","lockman",0
"biome","demille",0
"braun","counterintelligence",0
"imaginary","holy",0
"spaniard","blight",0
"semester","deserter",0
"programme","sharpshooter",0
"homecoming","mubarak",0
"script","manufactory",0
"discovery","button",0
"tantra","wagtail",0
"recitation","barstow",0
"chagrin","egyptologist",0
"jugular","coffeehouse",0
"slum","cedilla",0
"endurance","headband",0
"gigabyte","airship",0
"rick","streptococcus",0
"antidote","dilation",0
"marsh","panthera",0
"processing","sincerity",0
"capability","wristband",0
"aid","samson",0
"prevalence","stilt",0
"tarheel","dynasty",0
"dingbat","intelligence",0
"smile","stavanger",0
"conviction","disaccharide",0
"vocation","hippodrome",0
"attention","workstation",0
"review","nicolson",0
"permit","baryon",0
"alarmist","quotation",0
"reflectivity","helena",0
"cosmetologist","theft",0
"flexure","pierre",0
"spode","premeditation",0
"cloth","proficiency",0
"linguist","evangelism",0
"hue","powys",0
"holding","mustard",0
"attempt","concubine",0
"microevolution","radiotherapy",0
"fallow","pretense",0
"heartburn","custard",0
"legislature","leiden",0
"painkiller","crisis",0
"night","attender",0
"auckland","barter",0
"sully","vedanta",0
"transplantation","saurian",0
"avowal","artery",0
"britisher","withdrawal",0
"touchstone","prosthesis",0
"backtalk","guppy",0
"grading","classroom",0
"psychology","sphincter",0
"sermon","hailstorm",0
"dari","kirk",0
"moneymaker","rectangle",0
"fricative","cowslip",0
"eczema","skylark",0
"deceiver","arteritis",0
"denomination","oar",0
"button","pickle",0
"snot","daring",0
"guru","straining",0
"karma","barnacle",0
"commendation","enesco",0
"azathioprine","biography",0
"lin","itching",0
"difficulty","supporter",0
"ataxia","sapsucker",0
"deceit","teleprompter",0
"cheever","noun",0
"jezebel","gene",0
"lake","touchdown",0
"galbraith","royalty",0
"unrighteousness","looter",0
"worthiness","cipro",0
"reduplication","follicle",0
"flaunt","rug",0
"palestine","suspense",0
"concert","garlic",0
"mammogram","myeloma",0
"wilson","radiotherapy",0
"azathioprine","robbery",0
"legion","orff",0
"balcony","misconduct",0
"padding","psychology",0
"campaign","cart",0
"goodby","shapley",0
"appointee","dialog",0
"artisan","abatement",0
"will","bristol",0
"amateur","obscurity",0
"originator","multimedia",0
"jazz","taxidermist",0
"sextant","vitamin",0
"brawn","riverside",0
"distinction","trader",0
"scrape","lotion",0
"probability","rocker",0
"scheme","crystal",0
"colorado","tragicomedy",0
"tory","empowerment",0
"bidder","bridal",0
"surfactant","wrench",0
"aeon","sitter",0
"calluna","maisonette",0
"nerd","escalation",0
"devotee","brewing",0
"diplomat","decree",0
"accounting","caftan",0
"buff","solanum",0
"outside","blues",0
"prince","neoplasm",0
"possessor","spell",0
"pioneer","skip",0
"insurance","wilson",0
"backside","sway",0
"geophysicist","opec",0
"creek","terpsichore",0
"format","pump",0
"debater","mystery",0
"hakim","grief",0
"beaver","rancor",0
"heyday","spandrel",0
"moslem","falter",0
"creator","furlough",0
"bravado","eucalypt",0
"ailey","hydroponics",0
"appropriateness","magyar",0
"topic","lawman",0
"manoeuvre","immunoglobulin",0
"tumbler","badge",0
"adequacy","galsworthy",0
"tropic","discrimination",0
"perception","racecourse",0
"iceland","sparkle",0
"broadening","note",0
"confederation","manhattan",0
"fallacy","custard",0
"poise","smallmouth",0
"psalm","pitchfork",0
"thicket","wanamaker",0
"publication","seine",0
"yogurt","privation",0
"intangible","keaton",0
"christ","playing",0
"piedmont","conceptualization",0
"understanding","lotion",0
"limitation","administrator",0
"cotter","gymnastics",0
"vesture","climatology",0
"shinto","boat",0
"laziness","litigant",0
"psychopathology","thesaurus",0
"trout","surf",0
"edison","pretrial",0
"burst","hideaway",0
"investing","burglar",0
"superclass","wells",0
"destructiveness","centaur",0
"chauffeur","ukrainian",0
"independence","sausage",0
"intersection","sidney",0
"matrimony","oxford",0
"couturier","titillation",0
"cooperation","dandy",0
"deftness","hose",0
"israeli","attention",0
"manifestation","flatbread",0
"plebiscite","coop",0
"acknowledgement","decoder",0
"cancer","percentage",0
"boleyn","syphilis",0
"collection","prednisone",0
"declarer","purgation",0
"nutrient","century",0
"baggage","fillip",0
"jog","grapnel",0
"italian","interconnection",0
"freshener","paint",0
"gorky","executing",0
"diversion","melba",0
"faculty","backwoods",0
"illegality","angelfish",0
"merrymaking","brattleboro",0
"shilling","freckle",0
"hammurabi","sepsis",0
"acquisition","wells",0
"bigness","clubhouse",0
"cafeteria","hooking",0
"socialisation","sepulchre",0
"constant","sherpa",0
"election","citizen",0
"seashore","inquisitiveness",0
"stockholder","overdraft",0
"originalism","brazil",0
"massage","harare",0
"tenderness","citizen",0
"decrement","prowess",0
"quotient","cochise",0
"grading","spinach",0
"encephalitis","gaucho",0
"abductor","career",0
"reflector","gallop",0
"odds","frog",0
"casket","lunge",0
"vocation","pub",0
"sunshine","evansville",0
"parasite","allowance",0
"teton","evolutionism",0
"pronunciation","hilt",0
"marginality","manikin",0
"doctrine","pieta",0
"spacing","spinster",0
"originalism","swimsuit",0
"lloyd","symbology",0
"generalization","powys",0
"discrepancy","swan",0
"bologna","dphil",0
"eld","feist",0
"counter","infrastructure",0
"guild","bittersweet",0
"shitter","nobility",0
"manifestation","biotin",0
"oarsman","rubel",0
"saloon","goddess",0
"kinship","outside",0
"postmortem","ballerina",0
"headdress","musicology",0
"fancy","lecithin",0
"junkie","coercion",0
"spirometry","jerusalem",0
"subjugation","bolivian",0
"convulsion","sinus",0
"law","surrey",0
"bad","connector",0
"opportunity","cafe",0
"gesture","proponent",0
"swimmer","horticulture",0
"announcement","vocalist",0
"republican","friendship",0
"lexeme","stethoscope",0
"wylie","exploitation",0
"zoology","chlorination",0
"immorality","electrician",0
"disfavor","tomb",0
"imperialist","constriction",0
"slave","email",0
"ambassador","jolly",0
"clubfoot","solan",0
"zero","smelt",0
"pampas","absenteeism",0
"freshener","crustacean",0
"fever","cosmetic",0
"holding","plasterer",0
"lightweight","proceedings",0
"rockabilly","cargo",0
"maroon","sirc",0
"contravention","sibelius",0
"designer","unison",0
"wade","pelota",0
"fight","coleslaw",0
"mansion","dialect",0
"precept","spectacles",0
"sod","gangland",0
"hedging","orchard",0
"cousin","confirmation",0
"prose","ayatollah",0
"explorer","veda",0
"advisor","rehabilitation",0
"dealing","journeyman",0
"teleprompter","take",0
"sock","nuffield",0
"enrollee","monopoly",0
"bondholder","estimation",0
"grammarian","installment",0
"newlywed","authorisation",0
"tolerance","forehead",0
"outlaw","cuisine",0
"logbook","warmer",0
"surround","airflow",0
"admission","botanist",0
"whore","gardening",0
"fry","riddance",0
"shakespearean","gratification",0
"favoritism","windlass",0
"average","cloth",0
"hour","george",0
"learning","coffeehouse",0
"friendship","hammurabi",0
"dower","radiograph",0
"infestation","belgium",0
"impotence","stereo",0
"disparagement","packer",0
"toxicant","shipwreck",0
"roar","grocer",0
"cargo","musicology",0
"eternity","cephalopod",0
"closeness","client",0
"emulation","currant",0
"disagreement","waldheim",0
"marxism","banjo",0
"lauder","finance",0
"condemnation","gulp",0
"broadcaster","tsunami",0
"waterproof","dancing",0
"trollope","shamanism",0
"carrion","importance",0
"paring","lament",0
"trawler","spritz",0
"memorabilia","appliance",0
"argument","murphy",0
"wearer","pedagogy",0
"judge","desertion",0
"reading","offender",0
"slush","ampersand",0
"humiliation","cornstarch",0
"divorcee","wound",0
"authorization","asylum",0
"zeno","rainbow",0
"frill","gratification",0
"satellite","crossroads",0
"wart","stud",0
"filipino","stabilisation",0
"idea","prince",0
"resource","heisenberg",0
"daytime","ornithologist",0
"judgement","purcell",0
"anthropologist","trigonometry",0
"dislike","moody",0
"metabolism","craft",0
"assist","ticino",0
"richardson","disuse",0
"vindicator","sceptre",0
"physicality","toothbrush",0
"audience","occupant",0
"gesture","mucin",0
"girdle","penny",0
"complexion","edo",0
"chest","imagination",0
"jordanian","castigation",0
"lack","backwoods",0
"taxman","blackwater",0
"mode","medford",0
"default","fence",0
"animation","tintoretto",0
"pedestrian","dari",0
"malady","eisenhower",0
"nurture","godunov",0
"debutante","decree",0
"transaction","adsorption",0
"microorganism","pity",0
"critique","neutron",0
"stature","amiodarone",0
"provision","nagoya",0
"liberty","paperclip",0
"swede","troop",0
"evolution","devise",0
"measurement","pecker",0
"hilt","thirteen",0
"faculty","chainsaw",0
"bmr","sister",0
"mastery","outskirts",0
"brunswick","bailment",0
"liberation","brisbane",0
"goodness","quark",0
"clown","pimple",0
"charles","contract",0
"cabot","fulfillment",0
"demonstration","duplicator",0
"protein","thirst",0
"sonography","mexico",0
"grappler","brigade",0
"trot","calluna",0
"persuasion","automobile",0
"noise","sponsor",0
"ambassador","leukemia",0
"yardage","mop",0
"wrongdoer","felony",0
"causality","wrecker",0
"bolshevik","dancing",0
"antioxidant","asking",0
"recreation","shorts",0
"concert","florida",0
"mildew","godliness",0
"mouth","esr",0
"anaesthesia","electron",0
"arrangement","loaner",0
"advice","timothy",0
"weekend","grebe",0
"fallibility","cocaine",0
"mussel","thirst",0
"conviction","mogadishu",0
"cheese","humidity",0
"dishonesty","painkiller",0
"idiot","scholasticism",0
"consent","garfield",0
"scapegoat","frown",0
"judgement","mallet",0
"insurance","undergraduate",0
"antifungal","reverie",0
"salvo","filly",0
"unkindness","heloise",0
"farewell","porpoise",0
"antagonist","song",0
"shitter","insurance",0
"district","delusion",0
"welfare","cornbread",0
"abutment","proficiency",0
"artifact","relegation",0
"reclamation","baltimore",0
"filename","vestal",0
"electrician","licence",0
"wrecker","proverb",0
"canyon","myopia",0
"cocoon","saving",0
"diligence","botulinum",0
"azathioprine","tact",0
"database","workplace",0
"prison","taxpayer",0
"consistency","lad",0
"smile","coney",0
"preparation","shannon",0
"odo","satisfaction",0
"bounce","reissue",0
"exhibit","stove",0
"score","chandler",0
"heisenberg","contusion",0
"mahan","sikhism",0
"sacrifice","revolutionary",0
"intuition","sofa",0
"shannon","pdl",0
"massif","opinion",0
"will","journeyman",0
"sturdiness","lung",0
"boatman","acne",0
"specification","claw",0
"yesterday","cur",0
"som","hamburger",0
"deficiency","submersible",0
"thruster","prophase",0
"birefringence","gambling",0
"grounding","trousseau",0
"cognizance","lucretius",0
"motor","tammuz",0
"practice","lexicographer",0
"pasta","reparation",0
"landmass","brigade",0
"week","butternut",0
"jonson","hug",0
"exam","shrub",0
"abutment","nafta",0
"durban","probate",0
"fairytale","planck",0
"bellflower","bribery",0
"wetland","awkwardness",0
"fidelity","cane",0
"impulse","warbler",0
"soma","overgrowth",0
"bayer","pragmatic",0
"feel","repairman",0
"capability","ox",0
"minority","apostle",0
"deficiency","armyworm",0
"dependence","madeira",0
"hemline","doubleheader",0
"functionary","pimple",0
"empathy","vidalia",0
"believer","furlough",0
"style","anatomist",0
"shapley","sarcoma",0
"unfitness","chowder",0
"guam","tammuz",0
"hermit","groundbreaking",0
"composing","pepperoni",0
"stoichiometry","welshman",0
"bacterium","prakrit",0
"multinomial","fascia",0
"note","parricide",0
"suppressor","ascension",0
"comedy","whitman",0
"stalling","endoscope",0
"deliverance","manama",0
"fallibility","shutterbug",0
"fallback","columbine",0
"solidity","methotrexate",0
"verb","ethelred",0
"tone","cinnamon",0
"dislocation","stairway",0
"conclusion","catfish",0
"isthmus","immunity",0
"pneumothorax","postmodernism",0
"poundage","daisy",0
"seton","sente",0
"diuretic","headship",0
"mood","ranch",0
"realist","adieu",0
"code","inquisitor",0
"upstart","hygiene",0
"sociability","cure",0
"agitation","warship",0
"gesture","chatroom",0
"fille","hygiene",0
"timidity","johannesburg",0
"tryout","caul",0
"scorpio","blemish",0
"poultry","straddle",0
"compeer","republic",0
"stack","forelimb",0
"monkey","gao",0
"tenant","vista",0
"revolutionary","conviviality",0
"climax","owl",0
"antacid","cent",0
"neck","cookery",0
"reparation","admiral",0
"enlightenment","turnip",0
"enterprise","toulon",0
"myalgia","algae",0
"ticket","redstart",0
"improvement","luthier",0
"pastry","limbo",0
"hame","fbi",0
"unpleasantness","solzhenitsyn",0
"cargo","pelota",0
"mead","investing",0
"suffering","plovdiv",0
"lawlessness","doze",0
"sorrow","anxiolytic",0
"fleet","purification",0
"tagger","morpheme",0
"occurrence","vancouver",0
"abdomen","understanding",0
"folly","hilt",0
"trustee","falter",0
"complexity","ditch",0
"ph","orchid",0
"implementation","stethoscope",0
"deficit","verger",0
"hakeem","activism",0
"detector","headache",0
"carelessness","cartoonist",0
"palgrave","overdraft",0
"inhabitant","humanities",0
"fame","trimaran",0
"hem","sinclair",0
"biome","cottage",0
"remedy","intelligentsia",0
"rivera","leukaemia",0
"identity","medico",0
"marginality","chrysanthemum",0
"noise","loaner",0
"inability","squid",0
"writ","pistol",0
"sutler","yardage",0
"ton","snowfall",0
"inkblot","frypan",0
"spice","garrote",0
"growler","wiggle",0
"repetition","lounger",0
"durban","lunge",0
"federation","roost",0
"painkiller","inkblot",0
"cattleman","pay",0
"sloppiness","jaggery",0
"starving","oar",0
"taxon","luggage",0
"france","reconciliation",0
"wholeness","conifer",0
"zoology","majorette",0
"amplitude","brill",0
"pride","biotin",0
"session","hinterland",0
"pectoral","math",0
"follower","quickstep",0
"lumber","willingness",0
"chocolate","photometry",0
"knowing","corinth",0
"show","oat",0
"blemish","sandwich",0
"vocation","cutter",0
"durer","paralysis",0
"computer","writ",0
"prudence","joachim",0
"crudeness","bissau",0
"toroid","napkin",0
"campaigner","mujahidin",0
"cosmetic","phobia",0
"premix","giantess",0
"admission","blazer",0
"packaging","tinkerer",0
"terrier","layoff",0
"democrat","ecology",0
"femininity","scarab",0
"mission","crewman",0
"imperative","acetaminophen",0
"rust","carnival",0
"lagoon","authorization",0
"romance","freezing",0
"redistribution","chimpanzee",0
"judgment","panhandler",0
"bidder","superficiality",0
"convergence","campanula",0
"announcer","fearlessness",0
"splinter","firing",0
"coat","trance",0
"morality","bedroom",0
"dahl","disability",0
"reflex","real",0
"internationalism","oven",0
"mombasa","vd",0
"adviser","racing",0
"suffering","snowfall",0
"reviewer","unfamiliarity",0
"servitude","pinot",0
"symptom","turf",0
"esr","keyboard",0
"skate","hiking",0
"sameness","craw",0
"ovation","implant",0
"blade","deed",0
"printmaker","endeavor",0
"twosome","guatemala",0
"enthusiast","diastole",0
"fuel","judgement",0
"bata","barbiturate",0
"curate","baccalaureate",0
"connivance","harriman",0
"dorm","wiggle",0
"reaching","ruminant",0
"troupe","roost",0
"weakness","fascia",0
"nonexistence","son",0
"officer","subroutine",0
"sepsis","vertebra",0
"persuasiveness","clergyman",0
"approval","falcon",0
"elite","sadhu",0
"thoughtfulness","sullivan",0
"intervention","mormon",0
"choice","maid",0
"wristlet","nanogram",0
"cicerone","laceration",0
"esprit","thief",0
"aristocrat","importance",0
"ballgame","hippopotamus",0
"linguist","stature",0
"understanding","workplace",0
"reiteration","vest",0
"disablement","tortoise",0
"ministration","multiprocessor",0
"dock","koan",0
"ream","buyer",0
"diploma","diazepam",0
"patriot","medley",0
"bondholder","trance",0
"irregularity","algae",0
